Species,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Acropternis_orthonyx,Rhinocryptidae,LC,0,11.63436315,4.498252904,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,1.404388939,4.915591745
Acryllium_vulturinum,Numididae,LC,0,14.01975284,7.192934221,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,2.63905733,0.562341325,2.833213344
Actenoides_bougainvillei,Alcedinidae,EN,1,9.002442512,5.236441963,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.32591385,0.53182959,1.840549633
Actenoides_concretus,Alcedinidae,NT,0,13.83964721,4.29687716,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.031025985,3.676300672
Actenoides_hombroni,Alcedinidae,VU,1,11.45294932,4.762173935,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.32591385,1.061575606,4.90823336
Actenoides_lindsayi,Alcedinidae,LC,0,11.57703483,4.530877581,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.32591385,1.208077792,5.491826113
Actenoides_monachus,Alcedinidae,NT,0,11.79416583,4.663439094,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.32591385,0.880111737,4.544358047
Actenoides_princeps,Alcedinidae,NT,0,11.69683576,4.65396035,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,0.733836822,3.698829785
Actinodura_egertoni,Leiotrichidae,LC,0,12.36532344,3.583518938,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,0.936747799,4.219507705
Actinodura_morrisoniana,Leiotrichidae,LC,0,9.385922604,3.176803048,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.930604859,1.648658626
Actinodura_nipalensis,Leiotrichidae,LC,0,11.59875081,3.781230715,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.795270729,4.412798293
Actinodura_ramsayi,Leiotrichidae,LC,0,13.14802567,3.64805746,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.136787051,4.14472077
Actinodura_sodangorum,Leiotrichidae,NT,0,9.255017327,3.640214282,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.785137822,1.987874348
Actinodura_souliei,Leiotrichidae,LC,0,11.98877945,3.672241813,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.101106519,4.562262685
Actinodura_waldeni,Leiotrichidae,LC,0,12.767383,3.844386357,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.028737345,3.828641396
Actitis_hypoleucos,Scolopacidae,LC,0,17.06801362,3.871201011,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,1.153435507,3.254242969
Actitis_macularius,Scolopacidae,LC,0,16.42756332,3.698829785,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,1.175596655,2.595254707
Actophilornis_africanus,Jacanidae,LC,0,16.6480043,5.242223092,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,0.982020914,3.610917913
Actophilornis_albinucha,Jacanidae,NT,0,11.63524663,5.476463552,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,0.849182109,2.734367509
Adelomyia_melanogenys,Trochilidae,LC,0,13.33777245,1.595338988,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.166253425,4.109233175
Aechmophorus_clarkii,Podicipedidae,LC,0,15.09322985,6.994785822,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,1.224744871,3.265759411
Aechmophorus_occidentalis,Podicipedidae,LC,0,15.39788526,7.036104517,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,1.245960461,3.020424886
Aegithalos_caudatus,Aegithalidae,LC,0,16.63726985,2.151762203,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,weak,Terrestrial,No,2.302585093,1.330105485,3.983413002
Aegithalos_concinnus,Aegithalidae,LC,0,14.95099548,1.808288771,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,1.320439161,5.47436931
Aegithalos_fuliginosus,Aegithalidae,LC,0,12.28047997,1.731655545,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.691676011,0.89790076,4.212127598
Aegithalos_iouschistos,Aegithalidae,LC,0,11.38530116,1.945910149,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,0.622332977,2.701361213
Aegithalos_leucogenys,Aegithalidae,LC,0,12.05272098,1.902107526,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.871802177,0.763606698,4.289088639
Aegithalos_niveogularis,Aegithalidae,LC,0,12.10405708,2.054123734,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.386294361,0.936747799,4.759606539
Aegithina_lafresnayei,Aegithinidae,LC,0,14.33184007,2.481567749,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.377449308,4.821893169
Aegithina_nigrolutea,Aegithinidae,LC,0,13.47860295,2.470638678,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.391578842,5.702114418
Aegithina_tiphia,Aegithinidae,LC,0,15.66482071,2.48490665,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.303840481,5.510197726
Aegithina_viridissima,Aegithinidae,NT,0,13.91951655,2.595254707,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.135081439,4.021773869
Aegolius_acadicus,Strigidae,LC,0,15.55823551,4.61204649,Vertebrates,AerialSallying,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.791759469,1.342674807,3.261935314
Aegolius_funereus,Strigidae,LC,0,16.97649105,4.921293932,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,1.021778181,2.406945108
Aegolius_harrisii,Strigidae,LC,0,13.90951862,4.787491743,Vertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,1.175596655,3.555348061
Aegolius_ridgwayi,Strigidae,LC,0,10.69177899,4.382026635,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.704748092,1.39894195,5.200704538
Aegotheles_albertisi,Aegothelidae,LC,0,11.46361336,3.561046083,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.66021958,2.397895273
Aegotheles_archboldi,Aegothelidae,LC,0,10.71405993,3.421000009,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.632455532,3.068052935
Aegotheles_bennettii,Aegothelidae,LC,0,12.20235575,4.094344562,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.66021958,2.360854001
Aegotheles_crinifrons,Aegothelidae,LC,0,9.926388317,4.912654886,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.622332977,3.407841924
Aegotheles_cristatus,Aegothelidae,LC,0,15.85709091,3.756070704,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.746174535,1.30833282
Aegotheles_insignis,Aegothelidae,LC,0,12.0317883,4.363098625,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.668740305,2.701361213
Aegotheles_savesi,Aegothelidae,CR,1,2.370243741,4.083957469,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0,0
Aegotheles_tatei,Aegothelidae,DD,0,8.423014371,3.951243719,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.547722558,0.405465108
Aegotheles_wallacii,Aegothelidae,LC,0,10.59878741,3.926517452,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,0.547722558,1.335001067
Aegypius_monachus,Accipitridae,NT,0,15.73515785,9.139976919,Ca,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.939774487,3.161246712
Aenigmatolimnas_marginalis,Rallidae,LC,0,15.16568461,3.935739532,AquaticAnimals,GroundForaging,PartiallyMigratory,Cooperative,ExposedGround,weak,Terrestrial,No,1.504077397,0.971286834,3.634951112
Aeronautes_andecolus,Apodidae,LC,0,13.70043388,2.867898902,Invertebrates,AerialScreaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.854788532,0.992414117,2.90690106
Aeronautes_montivagus,Apodidae,LC,0,13.64435681,3.002707887,Invertebrates,AerialScreaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.854788532,1.110352557,3.832979798
Aeronautes_saxatalis,Apodidae,LC,0,15.22481197,3.46885603,Invertebrates,AerialScreaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,1.212309303,3.532225644
Aethia_cristatella,Alcidae,LC,0,13.07970219,5.558217058,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.676947243,1.774952351
Aethia_psittacula,Alcidae,LC,0,12.90063133,5.598347882,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.447213595,0.336472237
Aethia_pusilla,Alcidae,LC,0,11.08455656,4.430697744,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.447213595,1.131402111
Aethia_pygmaea,Alcidae,LC,0,11.76333159,4.718498871,AquaticAnimals,AquaticDive,Migratory,NonCooperative,Cavity,none,Sea,No,0,0.447213595,0.693147181
Aethopyga_bella,Nectariniidae,LC,0,12.52045154,1.386294361,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,1.216496962,5.59471138
Aethopyga_boltoni,Nectariniidae,NT,0,8.918556566,1.958685341,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,0.827988804,4.014579594
Aethopyga_christinae,Nectariniidae,LC,0,14.37841345,1.648658626,Seeds,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,1.299305315,5.603593747
Aethopyga_duyvenbodei,Nectariniidae,EN,1,6.321667171,1.796747011,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,Yes,0.643978157,0.823549026,4.803201036
Aethopyga_eximia,Nectariniidae,LC,0,8.827746707,1.796747011,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,1.163088529,5.510602175
Aethopyga_flagrans,Nectariniidae,LC,0,11.76349817,1.902107526,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,1.339565543,5.969985515
Aethopyga_gouldiae,Nectariniidae,LC,0,15.08592547,1.609437912,Nectar,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.093538328,4.817859279
Aethopyga_ignicauda,Nectariniidae,LC,0,13.44903474,2.104134154,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,0.984650177,3.889777396
Aethopyga_linaraborae,Nectariniidae,NT,0,7.615988097,1.974081026,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,0.611690885,2.397895273
Aethopyga_mystacalis,Nectariniidae,LC,0,11.73871431,1.791759469,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,1.707476485,6.873060309
Aethopyga_nipalensis,Nectariniidae,LC,0,13.82672395,1.931521412,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.050969125,3.895893623
Aethopyga_primigenia,Nectariniidae,NT,0,9.396072772,1.945910149,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.643978157,0.83235829,3.779633817
Aethopyga_pulcherrima,Nectariniidae,LC,0,12.26047134,1.824549292,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,1.22338177,5.596939379
Aethopyga_saturata,Nectariniidae,LC,0,14.33403664,1.667706821,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,1.159897584,4.348986781
Aethopyga_shelleyi,Nectariniidae,LC,0,9.509333236,1.386294361,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,0.887356066,3.929862924
Aethopyga_siparaja,Nectariniidae,LC,0,15.37214667,1.902107526,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,1.209493234,5.292802186
Afropavo_congensis,Phasianidae,VU,1,13.45525751,7.149642073,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,0.916290732,0.514368672,2.48490665
Agamia_agami,Ardeidae,VU,1,15.8747499,6.340341667,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,1.098612289,0.865061545,2.054123734
Agapornis_canus,Psittacidae,LC,0,12.93083501,3.401197382,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,0.83235829,3.072693315
Agapornis_fischeri,Psittacidae,NT,0,11.80475667,3.877431561,Seeds,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.704748092,0.836660027,4.160444364
Agapornis_lilianae,Psittacidae,NT,0,12.24380523,3.618993327,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.704748092,1.017058525,2.990719732
Agapornis_nigrigenis,Psittacidae,VU,1,9.571031241,3.701301974,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.704748092,1.048808848,1.547562509
Agapornis_personatus,Psittacidae,LC,0,12.22373573,3.958524839,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.704748092,0.845069727,3.39785848
Agapornis_pullarius,Psittacidae,LC,0,14.7903614,3.671224519,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.386294361,1.083851472,4.228292535
Agapornis_roseicollis,Psittacidae,LC,0,13.02942648,3.985830933,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,1.609437912,0.684866101,1.871802177
Agapornis_swindernianus,Psittacidae,LC,0,14.21752365,3.688379329,Seeds,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.243417106,0.642114135,2.901421594
Agapornis_taranta,Psittacidae,LC,0,12.91832245,4.051437061,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.609437912,0.800195241,4.858260814
Agelaioides_badius,Icteridae,LC,0,15.27217866,3.81220267,Seeds,GroundForaging,Sedentary,Cooperative,Cavity,none,Terrestrial,No,1.504077397,1.087757306,3.100092289
Agelaius_assimilis,Icteridae,LC,0,8.31314123,3.864512023,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Wetland,No,0.916290732,0.642114135,2.815408719
Agelaius_humeralis,Icteridae,LC,0,11.6021819,3.591542221,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.254910983,4.775756487
Agelaius_phoeniceus,Icteridae,LC,0,16.42995871,3.927502576,Seeds,GroundForaging,Migratory,NonCooperative,ExposedElevated,weak,Wetland,No,1.098612289,1.351875249,3.306886702
Agelaius_tricolor,Icteridae,EN,1,11.63579244,4.059062748,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Wetland,No,1.386294361,1.929134213,5.422744945
Agelaius_xanthomus,Icteridae,EN,1,5.363168339,3.64805746,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Wetland,Yes,1.098612289,1.882179034,0
Agelastes_meleagrides,Numididae,VU,1,11.13828147,6.703188113,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,2.48490665,0.588566191,3.535145354
Agelastes_niger,Numididae,LC,0,13.54670127,6.551066049,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,2.282382386,0.752120619,2.862200881
Agelasticus_cyanopus,Icteridae,LC,0,14.79630484,3.616577542,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Wetland,No,1.098612289,1.126435863,3.18221184
Agelasticus_thilius,Icteridae,LC,0,14.66183216,3.449987546,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Wetland,No,1.098612289,1.10297439,3.210843653
Agelasticus_xanthophthalmus,Icteridae,LC,0,6.634633358,3.808882247,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Wetland,No,1.170304217,1.10668192,1.960094784
Aglaeactis_aliciae,Trochilidae,EN,1,5.207845463,2.054123734,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.416179145,2.379546134
Aglaeactis_castelnaudii,Trochilidae,NT,0,10.05598973,1.902107526,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.857232129,3.277144733
Aglaeactis_cupripennis,Trochilidae,LC,0,12.3231968,2.028148247,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.141858345,3.937690752
Aglaeactis_pamela,Trochilidae,LC,0,9.714117211,1.704748092,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.189207115,4.681204872
Aglaiocercus_berlepschi,Trochilidae,EN,1,8.331754782,1.60341984,Nectar,AerialScreaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,1.30609043,3.404525172
Aglaiocercus_coelestis,Trochilidae,LC,0,10.24209679,1.72455072,Nectar,AerialScreaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,0.746174535,2.90690106
Aglaiocercus_kingi,Trochilidae,LC,0,12.49780189,1.576914721,Nectar,AerialScreaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,1.213710009,4.422448549
Agriornis_albicauda,Tyrannidae,VU,1,13.27063199,3.970291914,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.99889426,0.927487211,3.157000421
Agriornis_lividus,Tyrannidae,LC,0,13.29271896,4.596129441,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.974003746,2.90690106
Agriornis_micropterus,Tyrannidae,LC,0,13.18089055,4.216414691,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,0.795270729,1.280933845
Agriornis_montanus,Tyrannidae,LC,0,14.58999645,4.147885329,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.945741609,2.674148649
Agriornis_murinus,Tyrannidae,LC,0,13.07693412,3.39785848,Vertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.800195241,1.30833282
Ailuroedus_buccoides,Ptilonorhynchidae,LC,0,12.83375047,4.927253685,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0,0.668740305,2.186051277
Ailuroedus_crassirostris,Ptilonorhynchidae,LC,0,12.24935194,5.324569738,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.271042659,3.742420221
Ailuroedus_melanotis,Ptilonorhynchidae,LC,0,12.02774769,5.17552807,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.757928931,1.85629799
Aimophila_aestivalis,Passerellidae,NT,0,13.54341754,2.973486665,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.677042701,3.756538103
Aimophila_botterii,Passerellidae,LC,0,13.79724892,2.990719732,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.252762968,1.375532185,4.428433007
Aimophila_carpalis,Passerellidae,LC,0,12.07791536,2.727852828,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,1.20236568,3.335769576
Aimophila_cassinii,Passerellidae,LC,0,14.52469958,2.939161922,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.20236568,2.844909384
Aimophila_humeralis,Passerellidae,LC,0,11.33755489,3.173878459,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.252762968,1.181703856,3.740047741
Aimophila_mystacalis,Passerellidae,LC,0,10.87039345,3.100092289,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.252762968,1.395274967,4.487512143
Aimophila_notosticta,Passerellidae,LC,0,10.30788209,3.299533728,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.248730705,1.133368103,3.854393893
Aimophila_quinquestriata,Passerellidae,LC,0,11.92967467,2.971951745,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,0.840896415,1.931521412
