Species,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Riparia_riparia,Hirundinidae,LC,0,17.41543624,2.540025949,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,1.187717811,3.277144733
Rissa_brevirostris,Laridae,VU,1,12.16600974,5.932245187,AquaticAnimals,AquaticPlunge,PartiallyMigratory,NonCooperative,ExposedElevated,none,Sea,No,0.693147181,0.4949232,1.131402111
Rissa_tridactyla,Laridae,VU,1,14.64974619,6.030661222,AquaticAnimals,ForagingGeneralist,PartiallyMigratory,NonCooperative,ExposedElevated,none,Coastal,No,0.693147181,0.809780126,1.987874348
Robsonius_rabori,Locustellidae,VU,1,9.627365076,4.110873864,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.171182982,0.714074192,3.929862924
Robsonius_sorsogonensis,Locustellidae,NT,0,9.474802435,4.110873864,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.171182982,1.163088529,5.646859327
Rollandia_microptera,Podicipedidae,EN,1,10.79729338,6.559615237,AquaticAnimals,AquaticDive,Sedentary,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,1.077912336,4.186619838
Rollandia_rolland,Podicipedidae,LC,0,15.39204913,5.781576502,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,1.044447802,3.044522438
Rollulus_rouloul,Phasianidae,NT,0,14.16520944,5.377498164,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.704748092,1.135081439,4.136765278
Roraimia_adusta,Furnariidae,LC,0,11.28484977,2.787477335,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.963679354,0.714074192,0.916290732
Rostratula_australis,Rostratulidae,EN,1,14.14592829,4.795790546,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.011600912,0.984650177,2.610069793
Rostratula_benghalensis,Rostratulidae,LC,0,17.0323016,4.795790546,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,weak,Wetland,No,1.252762968,1.222014097,4.904533763
Rostratula_semicollaris,Rostratulidae,LC,0,14.74540159,4.338597077,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,1.167826258,3.56671182
Rostrhamus_sociabilis,Accipitridae,LC,0,16.26680078,5.905198347,AquaticAnimals,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,none,Wetland,No,0.916290732,1.129917932,3.288401888
Rougetius_rougetii,Rallidae,NT,0,12.75085119,5.264708875,AquaticPlants,GroundForaging,Sedentary,Cooperative,ExposedGround,strong,Wetland,No,1.504077397,0.827988804,4.94021283
Rowettia_goughensis,Thraupidae,CR,1,4.160444364,3.831029846,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,Yes,0.914402157,0.416179145,0
Rukia_longirostra,Zosteropidae,NT,0,5.861355862,3.044522438,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.978811089,1.177132383,0
Rukia_ruki,Zosteropidae,EN,1,3.532225644,3.044522438,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.978811089,0.588566191,0
Rupicola_peruvianus,Cotingidae,LC,0,12.45871791,5.49100171,Fruit,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.430782916,1.121151421,4.207673248
Rupicola_rupicola,Cotingidae,LC,0,14.54182691,5.270740599,Fruit,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,0.714074192,1.029619417
Ruwenzorornis_johnstoni,Musophagidae,LC,0,9.723541173,5.480638923,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.405465108,0.89790076,5.031744257
Rynchops_albicollis,Laridae,VU,1,13.98041956,5.342334252,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.098612289,1.462106642,5.915932484
Rynchops_flavirostris,Laridae,NT,0,16.08946973,5.099866428,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,0.916290732,0.992414117,3.618993327
Rynchops_niger,Laridae,LC,0,16.43777581,5.696187036,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.252762968,1.099229092,3.135494216
Sagittarius_serpentarius,Sagittariidae,VU,1,16.45627128,8.298290634,Vertebrates,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.942772211,3.433987204
Sakesphorus_bernardi,Thamnophilidae,LC,0,11.61964665,3.538056564,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.259940787,4.437934267
Sakesphorus_canadensis,Thamnophilidae,LC,0,14.4737664,3.194583132,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.073897695,3.04927304
Sakesphorus_cristatus,Thamnophilidae,LC,0,13.38147868,2.87356464,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.968546928,2.714694744
Sakesphorus_luctuosus,Thamnophilidae,LC,0,14.29693961,3.446807893,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.823549026,1.686398954
Sakesphorus_melanonotus,Thamnophilidae,LC,0,11.66110665,3.238678452,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.383153154,4.590056548
Sakesphorus_melanothorax,Thamnophilidae,LC,0,12.45012449,3.45946629,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.769160567,1.704748092
Salpinctes_obsoletus,Troglodytidae,LC,0,15.50640476,2.795450391,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.609437912,1.187717811,3.100092289
Salpornis_spilonotus,Sittidae,LC,0,14.90106169,2.694627181,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.167826258,5.037601742
Saltator_albicollis,Thraupidae,LC,0,8.292047637,3.721588629,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.916290732,2.113154683,5.516649361
Saltator_atriceps,Thraupidae,LC,0,13.47420152,4.428313669,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.203801344,4.044804117
Saltator_atricollis,Thraupidae,LC,0,14.82590088,3.985273467,Seeds,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.135081439,2.980618636
Saltator_atripennis,Thraupidae,LC,0,11.53319269,4.007333185,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.174054886,4.543294782
Saltator_aurantiirostris,Thraupidae,LC,0,14.72140528,3.735047135,Seeds,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.053116162,2.970414466
Saltator_cinctus,Thraupidae,NT,0,11.15987395,3.883623531,Fruit,ArborealGleaning,PartiallyMigratory,Cooperative,ExposedElevated,none,Terrestrial,No,0.914402157,1.248537435,4.122283931
Saltator_coerulescens,Thraupidae,LC,0,16.1312633,4.005513349,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.979370361,2.610069793
Saltator_fuliginosus,Thraupidae,LC,0,13.54126067,3.921973336,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.507900328,4.636668853
Saltator_grossus,Thraupidae,LC,0,15.64697239,3.788724789,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,0.763606698,1.757857918
Saltator_maxillosus,Thraupidae,LC,0,12.9873882,3.927896355,TerrestrialPlants,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.385038848,4.427238977
Saltator_maximus,Thraupidae,LC,0,16.07147857,3.863252841,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.960184589,2.63188884
Saltator_nigriceps,Thraupidae,LC,0,9.887596963,3.921973336,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,0.849182109,3.56671182
Saltator_orenocensis,Thraupidae,LC,0,12.91990295,3.517497837,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.914402157,1.327975606,3.490428515
Saltator_rufiventris,Thraupidae,NT,0,10.11447755,4.046029285,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.219264891,4.087655574
Saltator_similis,Thraupidae,LC,0,14.92847256,3.768152635,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.238132049,3.693866996
Saltator_striatipectus,Thraupidae,LC,0,13.66397986,3.663561646,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.341640786,4.476199805
Saltatricula_multicolor,Thraupidae,LC,0,13.92290982,3.100092289,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,1.007417072,2.128231706
Salvadorina_waigiuensis,Anatidae,VU,1,12.73499474,5.780743516,AquaticAnimals,AquaticDive,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.252762968,0.642114135,2.388762789
Sappho_sparganura,Trochilidae,LC,0,12.92322611,1.667706821,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.108521796,3.173878459
Sarcogyps_calvus,Accipitridae,CR,1,14.41111762,8.405119079,Ca,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.303840481,5.75827066
Sarcops_calvus,Sturnidae,LC,0,12.44451024,4.955827058,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.240786777,1.228807099,5.641907071
Sarcoramphus_papa,Cathartidae,LC,0,16.47297489,8.131530711,Ca,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0,1.055250147,3.054001182
Sarkidiornis_melanotos,Anatidae,LC,0,16.74371884,7.8671055,AquaticPlants,GroundForaging,Sedentary,NonCooperative,Cavity,none,Wetland,No,2.564949357,1.035558076,4.075841091
Saroglossa_aurata,Sturnidae,LC,0,12.92313067,3.701301974,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.240786777,0.868897833,3.131136911
Saroglossa_spiloptera,Sturnidae,LC,0,11.69170743,3.860729711,Generalist,ArborealGleaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.252762968,1.445012561,5.803024309
Sarothrura_affinis,Rallidae,LC,0,13.16993394,3.325036021,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Wetland,No,1.386294361,1.155061213,4.352855257
Sarothrura_ayresi,Rallidae,CR,1,7.849401818,3.45946629,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.098612289,1.618971428,7.031299465
Sarothrura_boehmi,Rallidae,LC,0,13.81289875,3.554490551,AquaticPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.386294361,1.075910633,3.640214282
Sarothrura_elegans,Rallidae,LC,0,15.76817233,3.829510584,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Wetland,No,1.386294361,0.962996287,3.555348061
Sarothrura_insularis,Rallidae,LC,0,12.57640096,3.288401888,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.252762968,0.930604859,3.756538103
Sarothrura_lugens,Rallidae,LC,0,12.15095943,3.428488242,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.610427522,0.974003746,3.335769576
Sarothrura_pulchra,Rallidae,LC,0,15.34910758,3.811097087,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,0.693147181,0.987258545,3.875359021
Sarothrura_rufa,Rallidae,LC,0,15.29761166,3.62912945,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Wetland,No,0.916290732,1.040031433,3.808882247
Sarothrura_watersi,Rallidae,EN,1,9.417793469,3.277144733,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.610427522,1.095445115,5.068904202
Sasia_abnormis,Picidae,LC,0,13.96358533,2.219203484,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.259940787,4.86907173
Sasia_africana,Picidae,LC,0,14.74278242,2.240709689,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,0.805030478,2.990719732
Sasia_ochracea,Picidae,LC,0,14.23116438,2.272125886,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,1.181703856,4.457829598
Satrapa_icterophrys,Tyrannidae,LC,0,15.69832751,3.068052935,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.159897584,3.321432413
Saxicola_caprata,Muscicapidae,LC,0,16.09468864,2.721295428,Invertebrates,AerialSallying,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.386294361,1.226103437,5.226284164
Saxicola_dacotiae,Muscicapidae,NT,0,7.262698725,2.501435952,Invertebrates,AerialSallying,Sedentary,Cooperative,ExposedGround,weak,Terrestrial,Yes,1.386294361,1.682318145,3.230804396
Saxicola_ferreus,Muscicapidae,LC,0,15.02012188,2.687847494,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.609437912,1.262433264,5.303304908
Saxicola_gutturalis,Muscicapidae,NT,0,10.31199137,2.725890119,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.162423801,0.795270729,4.265492818
Saxicola_insignis,Muscicapidae,VU,1,12.34986688,2.725890119,Invertebrates,AerialSallying,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,0.53182959,0.916290732
Saxicola_jerdoni,Muscicapidae,LC,0,12.87951138,2.725890119,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.252762968,1.175596655,5.186826991
Saxicola_leucurus,Muscicapidae,LC,0,13.59690071,2.725890119,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,1.312771417,6.029963846
Saxicola_rubetra,Muscicapidae,LC,0,16.14366673,2.809402695,Invertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.704748092,1.403485504,4.003690194
Saxicola_tectes,Muscicapidae,LC,0,7.840352337,2.536866389,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.162423801,1.999374707,6.149749526
Saxicola_torquatus,Muscicapidae,LC,0,15.23042165,2.645465326,Invertebrates,AerialSallying,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.162423801,1.639776183,4.778282804
Saxicoloides_fulicatus,Muscicapidae,LC,0,15.00561006,2.809402695,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.162423801,1.403485504,5.875773073
Sayornis_nigricans,Tyrannidae,LC,0,14.90318572,2.924773185,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.271042659,4.080921542
Sayornis_phoebe,Tyrannidae,LC,0,15.647496,2.980618636,Invertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.458090931,3.437207819
Sayornis_saya,Tyrannidae,LC,0,15.79018506,3.039749159,Invertebrates,AerialSallying,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,0.99749057,1.808288771
Scelorchilus_albicollis,Rhinocryptidae,LC,0,11.55455769,3.856087373,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,1.159897584,3.339321978
Scelorchilus_rubecula,Rhinocryptidae,LC,0,12.51180508,4.037597828,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,0.982020914,2.884800713
Scenopoeetes_dentirostris,Ptilonorhynchidae,LC,0,8.516733086,5.096201182,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.405465108,0.733836822,1.435084525
Schetba_rufa,Vangidae,LC,0,12.91923542,3.618993327,Invertebrates,AerialSallying,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.945849534,0.880111737,3.025291076
Schiffornis_major,Tityridae,LC,0,14.7676313,3.433987204,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.933532538,0.727427153,1.360976553
Schiffornis_turdina,Tityridae,LC,0,15.89039302,3.456316681,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.901334478,2.48490665
Schiffornis_virescens,Tityridae,LC,0,14.32389037,3.242592351,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.365824224,4.162003211
Schistes_geoffroyi,Trochilidae,LC,0,13.36913142,1.280933845,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.126435863,4.034240638
Schistochlamys_melanopis,Thraupidae,LC,0,15.6366645,3.496507561,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.091621514,3.063390922
Schistochlamys_ruficapillus,Thraupidae,LC,0,14.4366701,3.440418095,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.281861019,3.958906591
Schistocichla_brunneiceps,Thamnophilidae,LC,0,10.90287601,3.246101811,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.684866101,1.410986974
Schistocichla_caurensis,Thamnophilidae,LC,0,12.38940661,3.673765816,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.651355562,0.530628251
Schistocichla_humaythae,Thamnophilidae,LC,0,12.82292338,3.246101811,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.720843424,1.16315081
Schistocichla_leucostigma,Thamnophilidae,LC,0,14.0940291,3.246101811,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.699927102,1.360976553
Schistocichla_rufifacies,Thamnophilidae,LC,0,13.06781975,3.246101811,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.746174535,1.30833282
Schistocichla_saturata,Thamnophilidae,LC,0,10.77779937,3.246101811,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.769160567,1.16315081
Schistocichla_schistacea,Thamnophilidae,LC,0,13.17331026,3.27336401,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.699153205,0.642114135,1.360976553
Schizoeaca_coryi,Furnariidae,LC,0,9.105157618,2.821378886,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.478621355,4.757891273
Schizoeaca_fuliginosa,Furnariidae,LC,0,11.01152528,2.90690106,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.471611628,5.282695986
Schizoeaca_griseomurina,Furnariidae,LC,0,9.847578358,2.867898902,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.195109069,3.815512105
Schizoeaca_harterti,Furnariidae,LC,0,10.07950176,2.560323289,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.746174535,1.887069649
Schizoeaca_helleri,Furnariidae,VU,1,10.67752093,2.727852828,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.727427153,2.302585093
Schizoeaca_palpebralis,Furnariidae,LC,0,9.349710933,2.831447079,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.849182109,3.104586678
Schizoeaca_perijana,Furnariidae,EN,1,4.712229258,2.908539062,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0,0
Schizoeaca_vilcabambae,Furnariidae,LC,0,10.05803101,3.005682604,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.720843424,2.4765384
Schoenicola_brevirostris,Locustellidae,LC,0,14.84684832,2.753660712,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.059479691,3.83081295
Schoenicola_platyurus,Locustellidae,VU,1,9.889849982,2.772588722,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.10668192,5.335613151
Schoeniophylax_phryganophilus,Furnariidae,LC,0,14.59862869,2.923161581,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.504077397,1.089694548,3.054001182
Schoutedenapus_myoptilus,Apodidae,LC,0,12.86050914,3.157000421,Invertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.854788532,0.894427191,4.900076104
Schoutedenapus_schoutedeni,Apodidae,VU,1,9.517324947,3.258096538,Invertebrates,AerialScreaning,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.854788532,0.769160567,3.299533728
Scissirostrum_dubium,Sturnidae,LC,0,11.8808493,4.17438727,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,0.868897833,4.50313746
Sclateria_naevia,Thamnophilidae,LC,0,15.46463477,3.202746443,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.809780126,1.722766598
Sclerurus_albigularis,Furnariidae,NT,0,12.82056696,3.549617387,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.131646962,3.490428515
Sclerurus_caudacutus,Furnariidae,LC,0,15.51538773,3.589887505,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.757928931,1.704748092
Sclerurus_guatemalensis,Furnariidae,LC,0,12.94113522,3.546739687,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.992414117,3.303216973
Sclerurus_mexicanus,Furnariidae,LC,0,15.65888517,3.222867846,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.908086519,2.753660712
Sclerurus_rufigularis,Furnariidae,LC,0,15.40434527,3.072693315,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.720843424,1.481604541
Sclerurus_scansor,Furnariidae,LC,0,14.82825227,3.608211551,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,1.298164071,3.955082495
Scolopax_bukidnonensis,Scolopacidae,LC,0,9.026838118,5.472270674,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.890912674,3.202746443
Scolopax_celebensis,Scolopacidae,NT,0,9.997223767,5.524097439,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,1.28327381,0.562341325,2.509599262
Scolopax_minor,Scolopacidae,LC,0,15.26557541,5.279745981,Invertebrates,GroundForaging,Migratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.386294361,1.635792662,3.916015027
Scolopax_mira,Scolopacidae,VU,1,7.724667567,6.102558595,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,Yes,1.098612289,2.011463563,6.132095677
Scolopax_rochussenii,Scolopacidae,EN,1,6.516045136,5.524097439,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,Yes,1.28327381,0.53182959,0.405465108
Scolopax_rosenbergii,Scolopacidae,LC,0,11.64943342,5.323009979,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.651355562,2.766319109
Scolopax_rusticola,Scolopacidae,LC,0,16.53225374,5.73110577,AquaticAnimals,GroundForaging,Migratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.386294361,1.243367397,3.481240089
Scolopax_saturata,Scolopacidae,NT,0,9.812155948,5.323009979,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.562341325,2.970414466
Scopus_umbretta,Scopidae,LC,0,16.80522102,6.156978986,AquaticAnimals,GroundForaging,PartiallyMigratory,Cooperative,Cavity,weak,Wetland,No,1.504077397,0.960184589,3.535145354
Scotocerca_inquieta,Scotocercidae,LC,0,15.33668147,2.104134154,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,1.155061213,3.532225644
Scotopelia_bouvieri,Strigidae,LC,0,15.02250073,6.456753957,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Wetland,No,0.405465108,0.982020914,3.671224519
Scotopelia_peli,Strigidae,LC,0,15.35223538,7.571859774,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Wetland,No,0.405465108,0.992414117,3.793239469
Scotopelia_ussheri,Strigidae,VU,1,12.78932767,6.668456939,AquaticAnimals,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Coastal,No,1.143507609,0.914691219,4.223909767
Scytalopus_acutirostris,Rhinocryptidae,LC,0,9.568553133,2.893699548,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.868897833,3.404525172
Scytalopus_affinis,Rhinocryptidae,LC,0,9.640309457,2.574137784,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,1.044447802,3.981549068
Scytalopus_altirostris,Rhinocryptidae,LC,0,10.23615255,2.48490665,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.720546155,0.622332977,2.397895273
