"","pred","tmean","dtr","hurs","rsds","vpd","precp","wind"
"Thamnophilus_insignis",157.221453287197,20.0876750649053,7.79726927008183,68.7753790885107,17.149304970738,744.250379304985,315.325130211853,1.47598046827481
"Thamnophilus_melanonotus",100.030050083472,26.3732505091443,7.22026002466778,64.3281840927812,19.1636185367438,1240.02309034344,106.426677566936,2.66561469087418
"Thamnophilus_melanothorax",170.639444256184,25.695199464871,7.48521886830086,66.0335434642496,17.3541919174375,1127.23951655523,198.625661670939,1.37412274899785
"Thamnophilus_multistriatus",104.705633802817,18.5081414719702,7.20298968637493,69.090418393847,15.9331795450667,677.080413904324,258.000738611356,1.31423357540453
"Thamnophilus_murinus",171.411027633407,25.20096927665,6.99969449760014,69.2048449722657,16.667370472554,990.973280428932,216.504676721875,0.972145037451726
"Thamnophilus_nigriceps",118.691639522258,26.1986158455881,6.67798422524517,67.2383504737084,17.1956657560848,1124.89740560161,223.424604716182,1.45758295389262
"Thamnophilus_nigrocinereus",165.944403981549,25.426851002001,6.89630246638982,68.4642349425919,16.7532931714707,1035.35165355633,227.781251883115,1.11372696851231
"Thamnophilus_palliatus",161.063219688417,24.9759487460337,7.82763406788423,65.2483035533523,17.3814457308011,1110.76969249912,165.557643712738,1.51886776322825
"Thamnophilus_pelzelni",139.05417054986,25.2455119864472,9.09564932894729,57.7711272475215,19.2778040162893,1373.31217911748,108.842751335009,2.50083953858755
"Thamnophilus_praecox",172.491803278689,24.9184925829778,5.99435668695168,70.6522348122519,15.5694373396576,927.465974401255,256.362593603916,0.748872919160812
"Thamnophilus_punctatus",166.329238511063,25.2312198037762,7.3584805898413,66.4810818127556,17.2904513716954,1086.88180868103,200.289141891323,1.29535278937523
"Thamnophilus_ruficapillus",129.619673047366,19.778049605576,9.06315620188375,62.0821291156133,18.5494345824479,892.903775432481,140.259069583195,2.84203546426475
"Thamnophilus_schistaceus",170.508823613534,25.1591437465283,7.23588668235266,68.414398766715,16.7677471399123,1012.54330843317,203.282571344883,1.03647859228205
"Thamnophilus_shumbae",67,23.0913045406342,7.77506470680237,62.7676343917847,17.9547991752625,1074.12957000732,102.636142730713,1.45246712863445
"Thamnophilus_stictocephalus",173.446646341463,25.4760500632927,7.87477999427177,65.630035949501,17.4514109440382,1127.52629662889,178.799645737904,1.14094182061038
"Thamnophilus_sticturus",138.780903920982,24.6213797700865,8.62865959516866,60.6283493510123,17.5266175688259,1226.73424836256,110.715418201619,2.31985592353276
"Thamnophilus_subfasciatus",93.8101851851852,14.3546508064976,7.70763794360337,69.6238396785877,16.1687700792595,506.798997667101,194.098320978659,1.43385863773249
"Thamnophilus_tenuepunctatus",114.321120689655,20.9189949333668,7.58726098722425,66.999306592448,17.0204319758662,842.410844737086,255.939655106643,0.931270440944053
"Thamnophilus_torquatus",142.178475816527,24.6357315743287,9.08565643384757,58.7912194689959,18.8816403095028,1294.15424080937,116.985795742908,2.50341148913683
"Thamnophilus_unicolor",102.013313609467,17.3941726790377,7.32288466332227,69.1799990270265,16.3836650523914,632.961083474244,253.059111465364,1.15399268395185
"Thamnophilus_zarumae",59.8282828282828,18.0490463141239,8.62647345571807,66.6669241009337,18.5646355561536,703.701639194681,103.893439745662,2.26944306161669
"Thamnornis_chloropetoides",31.8867924528302,24.8325271366527,10.7392829469165,56.3861609884778,22.6462971609344,1369.25109863281,47.9964776728888,2.86124581923275
"Thaumastura_cora",26.1763202725724,18.5697897264458,7.36106755380127,60.6974560609262,21.515435470633,844.675521278706,14.9817006210757,2.23333873461418
"Thaumatibis_gigantea",102.598039215686,27.0481293846579,8.82455759983437,61.6857869765338,18.0453788196339,1381.77837201287,180.724870823879,1.9443986490661
"Theristicus_branickii",50.7270726338958,6.75281575337457,10.8894851555828,59.3100385071159,21.5397044466597,405.575718522159,117.962845874375,2.75398394017209
"Theristicus_caerulescens",84.6503131524008,21.3771056068004,9.60587669876558,58.4760607182713,20.2345535811331,1085.84888977724,120.538907537167,3.77736611269212
"Theristicus_caudatus",106.585173583921,24.0638870226811,8.88807575770502,59.3918407859394,18.9847556251858,1236.17197758877,136.608385587218,3.01860932303421
"Thescelocichla_leucopleura",133.468043230551,24.6703361149532,7.95333232315225,66.8159523132752,17.361524748039,1039.51196402235,152.848939213526,1.35222209862988
"Thinornis_cucullatus",32.9497802887633,17.4528459101747,11.939154204975,53.0724252148836,23.5590983520719,977.105122232766,25.6643346683529,4.40712494784305
"Thlypopsis_fulviceps",109.402877697842,19.4333708372047,7.40188759179424,66.6024617531317,17.421084541211,773.074450595773,165.490931064962,2.02596916097531
"Thlypopsis_inornata",52.4,16.7088183720907,7.76242612202962,67.2316301981608,17.6848388036092,665.622318522135,109.439446004232,1.85601452191671
"Thlypopsis_ornata",68.6685552407932,14.16047463336,7.85755769254128,67.2003524823499,17.5123258623118,547.620552516862,131.134235892688,2.04275548145724
"Thlypopsis_pectoralis",38,10.7875971794128,8.92344808578491,63.2562828063965,19.8301887512207,490.644958496094,80.085765838623,1.91780573129654
"Thlypopsis_pyrrhocoma",151.938116831155,19.8861196703134,8.9317928440382,63.1343404261644,18.7411886847601,872.829330228621,170.441096106667,2.76151211739032
"Thlypopsis_ruficeps",81.6826923076923,16.6726370366303,8.87943667798609,65.2403481656855,17.0439232045954,690.900013450142,135.530517111291,1.7672125168822
"Thlypopsis_sordida",143.714088710507,24.8094226247896,8.40447852152469,61.8680016309081,18.169971951293,1209.29627616013,138.920734239221,2.14518022986981
"Thlypopsis_superciliaris",88.6923076923077,13.8080258879773,7.71427106729718,68.4819675917609,16.813199970794,514.42268058241,197.835077889229,1.69440247757379
"Threnetes_leucurus",168.135867950948,25.174332923143,7.09289126449393,68.7004683083388,16.7607990472,1006.89158462225,212.163083816245,1.05188597178282
"Threnetes_niger",174.158356601516,25.6889006535181,7.6594914594969,65.6126225566217,17.3716937275488,1145.41251117963,203.614628420915,1.39418509144872
"Threnetes_ruckeri",110.947576958244,24.6939848748986,6.0117676295147,68.9373233752147,15.4783388124447,977.663837687484,301.419943833053,1.41240279723035
"Threskiornis_aethiopicus",98.1670424721842,23.9991563099729,10.7960546063578,55.1587357348498,20.5598887884035,1399.86851741264,89.2179112939978,2.49469627989247
"Threskiornis_bernieri",31.1264367816092,25.9043471566562,7.0282263481754,60.6019684583291,21.0292407836037,1314.61359694908,105.498164878494,2.82235053352926
